PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_group,Cabin_Deck,Cabin_Number,Cabin_Side,Group,Group_size,alone,LastName,FirstName,Family_size,Expenditure,spending
0043_01,Europa,False,B/1053/S,TRAPPIST-1e,45.0,False,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,Ankalik Cylistrand,False,Age_31-50,B,3,P,43,1,1,Cylistrand,Ankalik,3,3575.0,1
0044_01,Earth,True,B/1053/S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,Age_51+,G,3,P,44,3,0,Coopelandez,Jodye,9,0.0,0
0044_02,Earth,True,B/1053/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,Age_0-12,G,3,P,44,3,0,Coopelandez,Kayne,9,0.0,0
0044_03,Earth,True,B/1053/S,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,Age_18-25,G,3,P,44,3,0,Coopelandez,Cassa,9,0.0,0
0045_01,Mars,False,B/1053/S,TRAPPIST-1e,21.0,False,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,Zelowl Chmad,False,Age_18-25,F,10,P,45,2,0,Chmad,Zelowl,7,1214.0,1
0045_02,Mars,True,B/1053/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,Age_18-25,F,10,P,45,2,0,Chmad,Mass,7,0.0,0
0050_01,Earth,False,B/1053/S,55 Cancri e,35.0,False,6.673297967767654,0.0,0.0,5.126508220350009,0.0,Sony Lancis,False,Age_31-50,E,1,S,50,1,1,Lancis,Sony,3,957.4279766860949,1
0051_01,Earth,False,B/1053/S,TRAPPIST-1e,56.0,False,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,Vivia Johnshines,False,Age_51+,E,2,S,51,1,1,Johnshines,Vivia,6,1618.0,1
0052_01,Earth,False,B/1053/S,TRAPPIST-1e,26.0,False,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,Elaney Hubbarton,False,Age_26-30,G,6,S,52,1,1,Hubbarton,Elaney,8,4689.0,1
0053_01,Earth,False,B/1053/S,TRAPPIST-1e,25.0,False,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,Elson Hickerson,True,Age_18-25,F,11,S,53,1,1,Hickerson,Elson,10,1939.0,1
0056_01,Europa,False,B/1053/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,Age_0-12,A,1,S,56,3,0,Tractive,Okulas,6,0.0,0
0056_02,Europa,True,B/1053/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,Age_31-50,A,1,S,56,3,0,Tractive,Instab,6,0.0,0
0056_03,Europa,False,B/1053/S,TRAPPIST-1e,27.0,False,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,Zinoces Tractive,True,Age_26-30,A,1,S,56,3,0,Tractive,Zinoces,6,4547.0,1
0058_01,Earth,True,B/1053/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,Age_31-50,G,7,S,58,1,1,Ayalazquez,Warry,6,0.0,0
0061_01,Earth,False,B/1053/S,TRAPPIST-1e,22.0,False,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,Shanya Salez,False,Age_18-25,F,12,S,61,1,1,Salez,Shanya,5,2667.0,1
0062_01,Earth,False,B/1053/S,TRAPPIST-1e,62.0,False,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,Sterry Greeves,False,Age_51+,F,13,S,62,1,1,Greeves,Sterry,8,634.0,1
0064_01,Mars,True,B/1053/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,DucksKeen,True,Age_13-17,F,14,S,64,2,0,Keen,Unknown,7,0.0,0
0064_02,Mars,True,B/1053/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,Age_31-50,E,3,S,64,2,0,Keen,Colatz,7,0.0,0
0066_01,Earth,False,B/1053/S,TRAPPIST-1e,62.0,False,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,Diandy Pecketton,False,Age_51+,G,6,P,66,1,1,Pecketton,Diandy,5,811.0,1
0067_01,Earth,True,B/1053/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,Age_0-12,G,10,S,67,3,0,Leeves,Ninaha,9,0.0,0
0067_02,Earth,False,B/1053/S,TRAPPIST-1e,18.0,False,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,Celine Leeves,True,Age_18-25,G,10,S,67,3,0,Leeves,Celine,9,705.0,1
0067_03,Earth,False,B/1053/S,55 Cancri e,21.0,False,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,Velyne Leeves,False,Age_18-25,F,15,S,67,3,0,Leeves,Velyne,9,2007.0,1
0068_01,Mars,False,B/1053/S,TRAPPIST-1e,28.5,False,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,Cinst Binie,False,Age_26-30,E,4,S,68,1,1,Binie,Cinst,3,1048.0,1
0069_01,Earth,False,B/1053/S,TRAPPIST-1e,42.0,False,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,MenkarkPotterry,True,Age_31-50,F,16,S,69,1,1,Potterry,Unknown,11,902.0,1
0070_01,Earth,False,B/1053/S,TRAPPIST-1e,19.0,False,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,Meremy Brighttt,False,Age_18-25,F,13,P,70,1,1,Brighttt,Meremy,8,922.0,1
0071_01,Earth,False,B/1053/S,TRAPPIST-1e,17.0,False,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,Nelly Dillines,False,Age_13-17,F,14,P,71,1,1,Dillines,Nelly,4,2233.0,1
0072_01,Earth,False,B/1053/S,TRAPPIST-1e,14.0,False,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,Thell Brantuarez,False,Age_13-17,F,17,S,72,1,1,Brantuarez,Thell,8,1064.0,1
0073_01,Mars,False,B/1053/S,PSO J318.5-22,37.0,False,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,Gorn Make,False,Age_31-50,D,3,P,73,1,1,Make,Gorn,11,879.0,1
0074_01,Europa,False,B/1053/S,TRAPPIST-1e,42.0,False,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,Aldibah Mostedry,True,Age_31-50,C,3,S,74,1,1,Mostedry,Aldibah,7,8904.0,1
0076_01,Mars,False,B/1053/S,TRAPPIST-1e,27.0,False,4.997212273764115,0.0,6.926577033222725,0.0,0.0,Conk Dal,True,Age_26-30,F,18,S,76,1,1,Dal,Conk,11,1165.0,1
0077_01,Mars,False,B/1053/S,TRAPPIST-1e,28.0,False,2.70805020110221,0.0,7.16703787691222,0.0,0.0,Pon Blité,True,Age_26-30,F,15,P,77,1,1,Blité,Pon,2,1309.0,1
0078_01,Europa,False,B/1053/S,TRAPPIST-1e,38.0,False,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,Spuri Pokerheed,False,Age_31-50,C,4,S,78,1,1,Pokerheed,Spuri,4,15815.0,1
0081_01,Earth,True,B/1053/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,Age_13-17,G,13,S,81,1,1,Vinozarks,Dellie,9,0.0,0
0082_01,Mars,False,B/1053/S,TRAPPIST-1e,42.0,False,8.91018077801329,0.0,0.0,0.0,0.0,Totse Datte,False,Age_31-50,F,16,P,82,3,0,Datte,Totse,7,7406.0,1
0082_02,Mars,True,B/1053/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,Age_0-12,F,16,P,82,3,0,Datte,Eaturs,7,0.0,0
0082_03,Mars,False,B/1053/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,AchahDatte,True,Age_0-12,F,16,P,82,3,0,Datte,Unknown,7,0.0,0
0084_01,Earth,False,B/1053/S,TRAPPIST-1e,24.0,False,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,Coren Coopezmaney,True,Age_18-25,G,14,S,84,1,1,Coopezmaney,Coren,6,705.0,1
0085_01,Europa,True,B/1053/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,Age_31-50,C,5,S,85,1,1,Ellcefulve,Furudah,2,0.0,0
0086_01,Earth,False,B/1053/S,TRAPPIST-1e,43.0,False,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,Jodye Kinson,False,Age_31-50,F,17,P,86,1,1,Kinson,Jodye,8,1362.0,1
0088_01,Mars,True,B/1053/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,Age_31-50,E,5,S,88,1,1,Sacre,Stmeal,5,0.0,0
0090_01,Earth,True,B/1053/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,Age_31-50,G,15,S,90,1,1,Santry,Heremy,11,0.0,0
0091_01,Earth,True,B/1053/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,Age_26-30,G,16,S,91,2,0,Yorkland,Deanne,13,0.0,0
0091_02,Earth,False,B/1053/S,TRAPPIST-1e,27.0,False,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,Tinez Yorkland,False,Age_26-30,F,20,S,91,2,0,Yorkland,Tinez,13,917.0,1
0092_01,Earth,False,B/1053/S,TRAPPIST-1e,19.0,False,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,Gracy Dunnisey,False,Age_18-25,G,9,P,92,3,0,Dunnisey,Gracy,5,705.0,1
0092_02,Earth,True,B/1053/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,Age_0-12,G,9,P,92,3,0,Hewson,Stald,10,0.0,0
0092_03,Earth,True,B/1053/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,Age_0-12,G,9,P,92,3,0,Hewson,Tiney,10,0.0,0
0097_01,Europa,False,B/1053/S,TRAPPIST-1e,54.0,False,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,Alchium Fictful,False,Age_51+,A,2,S,97,1,1,Fictful,Alchium,5,1848.0,1
0098_01,Earth,False,B/1053/S,TRAPPIST-1e,26.0,False,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,Doria Carezquez,False,Age_26-30,G,11,P,98,2,0,Carezquez,Doria,6,893.0,1
0098_02,Earth,False,B/1053/S,TRAPPIST-1e,26.0,False,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,Leence Carezquez,True,Age_26-30,G,11,P,98,2,0,Carezquez,Leence,6,3855.0,1
0099_01,Earth,False,B/1053/S,PSO J318.5-22,23.0,False,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,Aliey Leetersoney,False,Age_18-25,F,19,P,99,2,0,Leetersoney,Aliey,3,1301.0,1
0099_02,Earth,True,B/1053/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,Age_0-12,G,12,P,99,2,0,Connelson,Thewis,5,0.0,0
0101_01,Mars,True,B/1053/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,Age_31-50,F,748,S,101,1,1,Trad,Book,6,0.0,0
0102_01,Earth,False,B/1053/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,Ritany Holson,False,Age_18-25,F,23,S,102,1,1,Holson,Ritany,5,921.0,1
0103_01,Earth,False,B/1053/S,TRAPPIST-1e,24.0,False,0.0,4.983825466850526,0.0,0.0,2.8903717578961645,Arlen Mclainez,True,Age_18-25,F,24,S,103,3,0,Mclainez,Arlen,6,162.03195488721803,1
0103_02,Earth,True,B/1053/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,Age_0-12,G,18,S,103,3,0,Mclainez,Shaele,6,0.0,0
0103_03,Earth,True,B/1053/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,Age_0-12,G,18,S,103,3,0,Mclainez,Fanne,6,0.0,0
0105_01,Earth,False,B/1053/S,TRAPPIST-1e,27.0,False,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,Carry Cleachrand,False,Age_26-30,F,21,P,105,1,1,Cleachrand,Carry,9,703.0,1
0107_01,Mars,False,B/1053/S,TRAPPIST-1e,21.0,False,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,Coobix Hart,False,Age_18-25,D,2,S,107,1,1,Hart,Coobix,4,1765.0,1
0108_01,Earth,True,B/1053/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,Age_18-25,G,19,S,108,3,0,Handertiz,Natald,12,0.0,0
0108_02,Earth,False,B/1053/S,TRAPPIST-1e,31.0,False,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,NaviorHandertiz,False,Age_31-50,G,19,S,108,3,0,Handertiz,Unknown,12,888.0,1
0108_03,Earth,False,B/1053/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,Age_0-12,G,19,S,108,3,0,Handertiz,Oline,12,0.0,0
0110_01,Europa,False,B/1053/S,TRAPPIST-1e,32.0,False,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,Graviph Aloubtled,False,Age_31-50,B,869,P,110,4,0,Aloubtled,Graviph,7,5109.0,1
0110_02,Europa,False,B/1053/S,TRAPPIST-1e,40.0,False,0.0,5.805134968916488,0.0,0.0,7.431299675155903,Aldeba Bootious,False,Age_31-50,B,5,P,110,4,0,Bootious,Aldeba,2,2018.0,1
0110_03,Europa,False,B/1053/S,TRAPPIST-1e,42.0,False,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,Alaratz Aloubtled,True,Age_31-50,B,5,P,110,4,0,Aloubtled,Alaratz,7,15940.0,1
0110_04,Europa,True,B/1053/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,Age_26-30,B,5,P,110,4,0,Aloubtled,Izark,7,0.0,0
0111_01,Europa,True,B/1053/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,Age_26-30,E,6,S,111,1,1,Supred,Aldera,6,0.0,0
0112_01,Europa,False,B/1053/S,55 Cancri e,48.0,True,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,Moth Cowtale,True,Age_31-50,B,1,S,112,1,1,Cowtale,Moth,3,2654.0,1
0113_01,Earth,False,B/1053/S,TRAPPIST-1e,64.0,False,0.0,0.0,6.690842277418564,0.0,0.0,Idary Carvis,True,Age_51+,F,23,P,113,1,1,Carvis,Idary,8,804.0,1
0114_01,Earth,False,B/1053/S,TRAPPIST-1e,27.0,False,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,Maura Beckerson,False,Age_26-30,G,20,S,114,1,1,Beckerson,Maura,7,907.0,1
0115_01,Mars,True,B/1053/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,Age_26-30,F,24,P,115,1,1,Pead,Rohs,5,0.0,0
0116_01,Europa,False,B/1053/S,TRAPPIST-1e,33.0,False,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,Alhenah Suptive,True,Age_31-50,D,4,P,116,1,1,Suptive,Alhenah,2,2640.0,1
0119_01,Europa,False,B/1053/S,TRAPPIST-1e,39.0,False,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,Batan Coning,False,Age_31-50,A,0,P,119,2,0,Coning,Batan,5,9307.0,1
0119_02,Europa,True,B/1053/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,Age_13-17,A,0,P,119,2,0,Coning,Kleeiak,5,0.0,0
0120_01,Mars,True,B/1053/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,Age_18-25,F,25,P,120,1,1,Sacre,Bees,5,0.0,0
0122_01,Earth,False,B/1053/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,6.551080335043404,4.31748811353631,Shelle Hayder,False,Age_26-30,G,21,S,122,1,1,Hayder,Shelle,10,773.0,1
0123_01,Earth,False,B/1053/S,TRAPPIST-1e,18.0,False,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,Iree Fielson,False,Age_18-25,F,27,P,123,1,1,Fielson,Iree,9,702.0,1
0126_01,Mars,True,B/1053/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,Age_51+,F,27,S,126,1,1,Mish,Milly,4,0.0,0
0127_01,Mars,False,B/1053/S,TRAPPIST-1e,35.0,False,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,Miloss Mesty,False,Age_31-50,E,7,S,127,1,1,Mesty,Miloss,3,1022.0,1
0128_01,Mars,False,B/1053/S,TRAPPIST-1e,61.0,True,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,Grohs Fles,False,Age_51+,D,3,S,128,2,0,Fles,Grohs,3,3014.0,1
0128_02,Mars,False,B/1053/S,TRAPPIST-1e,45.0,False,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,Barave Fles,False,Age_31-50,E,8,S,128,2,0,Fles,Barave,3,2109.0,1
0129_01,Earth,True,B/1053/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,Age_18-25,G,22,S,129,1,1,Fowles,Race,7,0.0,0
